"DAY","pH"
2021-06-15 12:00:00,7.23744461538462
2021-06-16 12:00:00,7.26512125
2021-06-17 12:00:00,7.31017869565217
2021-06-18 12:00:00,7.2762525
2021-06-19 12:00:00,7.26197166666667
2021-06-20 12:00:00,7.2195225
2021-06-21 12:00:00,7.22917666666667
2021-06-22 12:00:00,7.23543
2021-06-23 12:00:00,7.20607
2021-06-24 12:00:00,7.207165
2021-06-25 12:00:00,7.22862416666667
2021-06-26 12:00:00,7.28443291666667
2021-06-27 12:00:00,7.30804541666667
2021-06-28 12:00:00,7.25582625
2021-06-29 12:00:00,7.2168625
2021-06-30 12:00:00,7.2246305
2021-07-01 12:00:00,7.2604375
2021-07-02 12:00:00,7.27905833333333
2021-07-03 12:00:00,7.28602
2021-07-04 12:00:00,7.22785333333333
2021-07-05 12:00:00,7.22699541666667
2021-07-06 12:00:00,7.22186625
2021-07-07 12:00:00,7.24238869565217
2021-07-08 12:00:00,7.27942541666667
2021-07-09 12:00:00,7.26943375
2021-07-10 12:00:00,7.27287166666667
2021-07-11 12:00:00,7.2759525
2021-07-12 12:00:00,7.27114090909091
2021-07-13 12:00:00,7.26881176470588
2021-07-14 12:00:00,7.26052913043478
2021-07-15 12:00:00,7.25435541666667
2021-07-16 12:00:00,7.22768291666667
2021-07-17 12:00:00,7.21083875
2021-07-18 12:00:00,7.18916458333333
2021-07-19 12:00:00,7.22024625
2021-07-20 12:00:00,7.23545083333333
2021-07-21 12:00:00,7.21917166666667
2021-07-22 12:00:00,7.23682916666667
2021-07-23 12:00:00,7.24576208333333
2021-07-24 12:00:00,7.238565
2021-07-25 12:00:00,7.23139
2021-07-26 12:00:00,7.23836458333333
2021-07-27 12:00:00,7.25840208333333
2021-07-28 12:00:00,7.26164958333333
2021-07-29 12:00:00,7.2599025
2021-07-30 12:00:00,7.24892666666667
2021-07-31 12:00:00,7.25864291666667
2021-08-01 12:00:00,7.24480833333333
2021-08-02 12:00:00,7.2357
2021-08-03 12:00:00,7.25600818181818
2021-08-04 12:00:00,7.23489222222222
2021-08-05 12:00:00,7.22851166666667
2021-08-06 12:00:00,7.22960583333333
2021-08-07 12:00:00,7.20762708333333
2021-08-08 12:00:00,7.19277875
2021-08-09 12:00:00,7.19609666666667
2021-08-10 12:00:00,7.23542043478261
2021-08-11 12:00:00,7.26263583333333
2021-08-12 12:00:00,7.26482708333333
2021-08-13 12:00:00,7.2588875
2021-08-14 12:00:00,7.26553583333333
2021-08-15 12:00:00,7.26574333333333
2021-08-16 12:00:00,7.23774086956522
2021-08-17 12:00:00,7.23092458333333
2021-08-18 12:00:00,7.22689958333333
2021-08-19 12:00:00,7.21835166666667
2021-08-20 12:00:00,7.20949
2021-08-21 12:00:00,7.251745
2021-08-22 12:00:00,7.22866545454545
2021-08-23 12:00:00,7.2216452173913
2021-08-24 12:00:00,7.21248791666667
2021-08-25 12:00:00,7.2093725
2021-08-26 12:00:00,7.2034875
2021-08-27 12:00:00,7.19382416666667
2021-08-28 12:00:00,7.21489791666667
2021-08-29 12:00:00,7.22633541666667
2021-08-30 12:00:00,7.23123583333333
2021-08-31 12:00:00,7.2180725
2021-09-01 12:00:00,7.20259958333333
2021-09-02 12:00:00,7.23286458333333
2021-09-03 12:00:00,7.24659956521739
2021-09-04 12:00:00,7.23540125
2021-09-05 12:00:00,7.26443333333333
2021-09-06 12:00:00,7.25450958333333
2021-09-07 12:00:00,7.25654791666667
2021-09-08 12:00:00,7.25301041666667
2021-09-09 12:00:00,7.24320833333333
2021-09-10 12:00:00,7.25428782608696
2021-09-11 12:00:00,7.24669041666667
2021-09-12 12:00:00,7.23988875
2021-09-13 12:00:00,7.24145625
2021-09-14 12:00:00,7.24199583333333
2021-09-15 12:00:00,7.23627272727273
2021-09-16 12:00:00,7.22770428571429
2021-09-17 12:00:00,7.23311565217391
2021-09-18 12:00:00,7.27426333333333
2021-09-19 12:00:00,7.26757958333333
2021-09-20 12:00:00,7.25866708333333
2021-09-21 12:00:00,7.26494958333333
2021-09-22 12:00:00,7.27753041666667
2021-09-23 12:00:00,7.24987217391304
2021-09-24 12:00:00,7.22962416666667
2021-09-25 12:00:00,7.2156275
2021-09-26 12:00:00,7.21641727272727
2021-09-27 12:00:00,7.21418217391304
2021-09-28 12:00:00,7.22124916666667
2021-09-29 12:00:00,7.22434916666667
2021-09-30 12:00:00,7.25293416666667
2021-10-01 12:00:00,7.25025375
2021-10-02 12:00:00,7.24735375
2021-10-03 12:00:00,7.25923041666667
2021-10-04 12:00:00,7.25723428571429
2021-10-05 12:00:00,7.32574363636364
2021-10-06 12:00:00,7.80286666666667
2021-10-07 12:00:00,8.13579695652174
2021-10-08 12:00:00,8.27368909090909
2021-10-09 12:00:00,7.40118652173913
2021-10-10 12:00:00,7.058125
2021-10-11 12:00:00,7.05557380952381
2021-10-12 12:00:00,7.05352181818182
2021-10-13 12:00:00,7.03364541666667
2021-10-14 12:00:00,7.02786625
2021-10-15 12:00:00,7.05679333333333
2021-10-16 12:00:00,7.0496375
2021-10-17 12:00:00,7.05764791666667
2021-10-18 12:00:00,7.07575869565217
2021-10-19 12:00:00,7.06641041666667
2021-10-20 12:00:00,7.05240791666667
2021-10-21 12:00:00,7.04131739130435
2021-10-22 12:00:00,7.05600958333333
2021-10-23 12:00:00,7.08184875
2021-10-24 12:00:00,7.09834333333333
2021-10-25 12:00:00,7.06265
2021-10-26 12:00:00,7.05802458333333
2021-10-27 12:00:00,7.05745708333333
2021-10-28 12:00:00,7.06686
2021-10-29 12:00:00,7.06646791666667
2021-10-30 12:00:00,7.09901708333333
2021-10-31 12:00:00,7.08911590909091
2021-11-01 12:00:00,7.06546619047619
2021-11-02 12:00:00,7.09829583333333
2021-11-03 12:00:00,7.12280782608696
2021-11-04 12:00:00,7.09732375
2021-11-05 12:00:00,7.078565
2021-11-06 12:00:00,7.06469826086956
2021-11-07 12:00:00,7.0589652173913
2021-11-08 12:00:00,7.05974333333333
2021-11-09 12:00:00,7.04122625
2021-11-10 12:00:00,7.04252291666667
2021-11-11 12:00:00,7.08331
2021-11-12 12:00:00,7.08803
2021-11-13 12:00:00,7.06244954545455
2021-11-14 12:00:00,7.09285454545455
2021-11-15 12:00:00,7.08899818181818
2021-11-16 12:00:00,7.06210166666667
2021-11-17 12:00:00,7.0704747826087
2021-11-18 12:00:00,7.08348791666667
2021-11-19 12:00:00,7.0558275
2021-11-20 12:00:00,7.04839
2021-11-21 12:00:00,7.05627
